COMMONNAME,Minimum age at encounter,Banding date,Banding region,Age at banding,Sex,Encounter date,Encounter region,How bird and band were obtained,Condition of bird/band at encounter
Ruddy Duck,13 years 07 months,7/25/1951,British Columbia,After Hatching Year,Male,01/99/1964,Oregon,Found dead.,Dead/Unknown
Micronesian Megapode,4 years 02 months,7/1/2011,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,8/12/2014,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Common Loon,29 years 10 months,7/22/1989,Michigan,After Third Year,"Female, sexed upon recapture",4/22/2016,Michigan,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Common Loon,29 years 02 months,7/22/1989,Michigan,After Third Year,"Female, sexed upon recapture",8/7/2015,Michigan,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Common Loon,25 years 00 months,7/10/1991,Wisconsin,After Third Year,Male,6/24/2013,Wisconsin,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Common Loon,24 years 01 months,7/31/1987,Michigan,Local,"Male, sexed upon recapture",7/15/2011,Michigan,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Common Loon,21 years 02 months,7/22/1989,Michigan,After Hatching Year,"Female, sexed upon recapture",8/22/2009,Michigan,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Common Loon,21 years 01 months,7/10/1991,Wisconsin,After Third Year,Male,7/22/2009,Wisconsin,Sight record: band read by telescope or other means while bird was free.,Alive - Released/Left On Bird
Common Loon,19 years 01 months,7/31/1987,Michigan,Local,"Male, sexed upon recapture",7/28/2006,Michigan,Captured for Scientific Purposes (not collected). Status changed.,Alive - Released/Removed
Common Loon,17 years 03 months,8/7/1992,Ontario,After Third Year,Male,9/13/2006,Ontario,Caught or found dead due to: weather conditions.,Alive - Released/Left On Bird
Common Loon,17 years 00 months,7/7/1992,Michigan,After Third Year,Female,6/15/2006,Michigan,Caught due to: injury,Dead/Removed
Common Loon,17 years 00 months,7/17/1990,Minnesota,After Hatching Year,Unknown,6/5/2006,Minnesota,Miscellaneous. Method of recovery not covered by other codes.,Dead/Left On Bird
Common Loon,16 years 04 months,7/12/1992,Wisconsin,After Third Year,Male,10/27/2005,Wisconsin,Found dead.,Dead/Unknown
Common Loon,16 years 01 months,7/13/1993,Michigan,After Third Year,Male,7/31/2006,Michigan,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Common Loon,15 years 00 months,7/10/1991,Wisconsin,After Third Year,Male,6/12/2003,Wisconsin,Found dead.,Dead/Left On Bird
Common Loon,14 years 01 months,11/16/1987,Massachusetts,After Hatching Year,Unknown,7/11/2000,New Hampshire,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Common Loon,14 years 00 months,8/2/1992,Minnesota,After Third Year,Male,6/18/2003,Minnesota,Found dead.,Dead/Left On Bird
Common Loon,12 years 11 months,8/11/1986,Minnesota,Local,Unknown,5/22/1999,Minnesota,Found dead.,Dead/Removed
Common Loon,12 years 02 months,8/7/1985,Minnesota,After Hatching Year,Unknown,8/2/1996,Minnesota,Found dead.,Dead/Left On Bird
Common Loon,9 years 02 months,8/11/1982,Minnesota,After Hatching Year,Unknown,8/13/1990,Minnesota,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Yellow-billed Loon,10 years 01 months,9/18/1998,Alaska,After Second Year,Unknown,7/20/2006,Alaska,Found dead.,Dead/Removed
Pied-billed Grebe,04 years 07 months,5/3/2007,California,After Hatching Year,Unknown,1/1/2011,California,Found dead.,Dead/Removed
Horned Grebe,5 years 11 months,6/5/2002,Northwest Territories,After Hatching Year,Unknown,5/29/2007,Northwest Territories,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Horned Grebe,5 years 02 months,8/10/1957,Alaska,After Hatching Year,Unknown,8/21/1961,Alaska,Previously banded bird trapped and released during banding operations,Unknown/Unknown
Red-necked Grebe,11 years 00 months,4/18/1998,Minnesota,After Hatching Year,Unknown,6/10/2008,Minnesota,Found dead.,Dead/Removed
Red-necked Grebe,4 years 10 months,4/27/1937,Minnesota,After Hatching Year,Unknown,04/99/1941,Michigan,Caught by or due to: entanglement in fishing gear,Unknown/Unknown
Eared Grebe,8 years 07 months,9/11/1990,California,After Hatching Year,Unknown,1/22/1998,California,Found dead.,Dead/Removed
Eared Grebe,6 years 09 months,8/1/1986,California,After Hatching Year,Unknown,3/3/1992,California,Collected as Scientific Specimen or captured for a Scientific Study. (NOT FOR BANDING),Dead/Removed
Western Grebe,11 years 00 months,5/20/1991,Minnesota,After Hatching Year,Female,06/99/2001,Minnesota,Found dead.,Dead/Removed
Western Grebe,9 years 00 months,6/15/1974,Manitoba,After Hatching Year,Female,6/6/1982,Manitoba,Died in nest.,Dead/Left On Bird
Western Grebe,6 years 07 months,7/11/1978,Manitoba,After Hatching Year,Male,1/9/1984,California,Found dead.,Dead/Removed
American Flamingo,13 years 02 months,7/28/1968,Bahama Islands,Local,Unknown,8/22/1981,Dominican Republic and Haiti,Shot.,Dead/Removed
Black-browed Albatross,34 years 00 months,2/13/1962,Antarctica,Local,Unknown,2/3/2006,Antarctica,Caught by or due to: entanglement in fishing gear,Dead/Removed
Black-browed Albatross,32 years 05 months,2/7/1961,Antarctica,After Hatching Year,Unknown,11/16/1992,Africa,Caught by hand.,Dead/Unknown
Black-browed Albatross,28 years 11 months,2/28/1962,Antarctica,After Hatching Year,Unknown,5/30/1990,At Sea (oceans),Caught by or due to: entanglement in fishing gear,Dead/Unknown
Black-browed Albatross,24 years 07 months,2/15/1963,Argentina,Local,Unknown,09/43/1987,Argentina,Found dead.,Dead/Removed
Black-browed Albatross,17 years 07 months,2/26/1962,Argentina,Local,Unknown,09/99/1979,Argentina,Found dead.,Dead/Removed
Black-browed Albatross,11 years 04 months,4/18/1966,Argentina,Local,Unknown,8/7/1977,Brazil,Found dead.,Dead/Removed
Gray-headed Albatross,47 years 02 months,4/7/1963,Antarctica,Local,Unknown,6/7/2010,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Removed
Gray-headed Albatross,44 years 04 months,2/26/1961,Antarctica,Local,Unknown,6/16/2005,At Sea (oceans),Caught by or due to: entanglement in fishing gear,Dead/Removed
Southern Giant Petrel,31 years 07 months,2/9/1984,Antarctica,Local,Unknown,1/2/2016,Antarctica,Found dead.,Dead/Removed
Southern Giant Petrel,29 years 11 months,2/20/1965,Antarctica,Local,Unknown,1/6/1995,Antarctica,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Wandering Albatross,35 years 07 months,8/20/1959,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,1/24/1994,At Sea (oceans),Caught by or due to: entanglement in fishing gear,Dead/Unknown
Wandering Albatross,30 years 02 months,2/26/1962,Antarctica,After Hatching Year,Unknown,8/1/1991,At Sea (oceans),Caught by hand.,Alive - Released/Removed
Wandering Albatross,29 years 10 months,3/9/1961,Antarctica,After Hatching Year,Unknown,4/2/1990,At Sea (oceans),Caught by or due to: entanglement in fishing gear,Unknown/Removed
Laysan Albatross,65 years 00 months,12/10/1956,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/7/2016,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Caught or observed at or in nest.,Alive - Released/Left On Bird
Laysan Albatross,63 years 11 months,12/10/1956,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,01/99/2015,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Caught or observed at or in nest.,Alive - Released/Left On Bird
Laysan Albatross,63 years 00 months,12/10/1956,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/4/2014,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Caught or observed at or in nest.,Alive - Released/Left On Bird
Laysan Albatross,62 years 00 months,12/10/1956,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/3/2013,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Caught or observed at or in nest.,Alive - Released/Left On Bird
Laysan Albatross,60 years 00 months,12/10/1956,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/18/2011,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Caught or observed at or in nest.,Alive - Released/Left On Bird
Laysan Albatross,51 years 00 months,12/10/1956,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/6/2002,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Laysan Albatross,42 years 09 months,6/21/1944,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,11/28/1986,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-footed Albatross,53 years 11 months,2/10/1964,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,1/28/2013,"Oceania (including Hawaii), Australia, New Zealand and Phillipines","Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Black-footed Albatross,42 years 01 months,3/3/1965,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,"Male, sexed upon recapture",7/20/2006,At Sea (oceans),Captured for Scientific Purposes (not collected). Status changed.,Alive - Released/Left On Bird
Black-footed Albatross,37 years 06 months,6/4/1957,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,12/7/1994,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Black-footed Albatross,37 years 05 months,6/4/1957,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,11/18/1994,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Black-footed Albatross,37 years 05 months,6/3/1957,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,11/18/1994,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Black-footed Albatross,36 years 08 months,1/8/1957,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/20/1993,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Black-footed Albatross,32 years 06 months,1/6/1961,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Male,12/7/1992,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-footed Albatross,30 years 06 months,2/24/1963,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,12/11/1994,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-footed Albatross,27 years 08 months,2/13/1952,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/22/1979,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Black-footed Albatross,27 years 05 months,6/12/1945,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,11/25/1972,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Black-footed Albatross,26 years 09 months,06/99/1946,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,3/12/1972,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Unknown
Black-footed Albatross,18 years 08 months,9/5/1945,At Sea (oceans),Unknown,Unknown,2/27/1963,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Unknown/Unknown
Black-footed Albatross,16 years 02 months,3/7/1963,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,8/25/1978,Oregon,Found dead.,Dead/Removed
Black-footed Albatross,12 years 05 months,3/3/1966,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,8/22/1978,Oregon,Found dead.,Dead/Removed
Waved Albatross,14 years 11 months,6/29/1994,Ecuador,After Third Year,Unknown,5/30/2006,At Sea (oceans),Caught by or due to: entanglement in fishing gear,Alive - Released/Removed
Waved Albatross,14 years 04 months,7/5/1994,Ecuador,After Third Year,Unknown,10/99/2005,At Sea (oceans),Caught by or due to: entanglement in fishing gear,Dead/Removed
Waved Albatross,14 years 03 months,6/12/1994,Ecuador,After Third Year,Unknown,09/99/2005,At Sea (oceans),Caught by or due to: entanglement in fishing gear,Dead/Removed
Short-tailed Albatross,17 years 07 months,3/10/1964,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,10/26/1981,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Northern Fulmar,19 years 01 months,7/5/1975,Nunavut,After Hatching Year,Unknown,7/21/1993,Nunavut,Found dead.,Dead/Removed
Northern Fulmar,6 years 07 months,03/99/1953,At Sea (oceans),Unknown,Unknown,10/8/1959,Greenland,Caught by or due to: entanglement in fishing gear,Unknown/Unknown
Phoenix Petrel,11 years 04 months,3/23/1964,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,10/3/1974,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Caught or observed at or in nest.,Alive - Released/Left On Bird
Hawaiian Petrel,13 years 01 months,8/5/1980,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,7/14/1992,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Hawaiian Petrel,11 years 01 months,7/23/1980,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,7/24/1990,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Removed
Bonin Petrel,30 years 09 months,3/10/1981,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,3/23/2011,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Bonin Petrel,22 years 10 months,11/15/1983,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,4/6/2005,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Removed
Bonin Petrel,20 years 11 months,2/18/1979,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,5/21/1999,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Bonin Petrel,18 years 08 months,2/17/1979,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/6/1997,At Sea (oceans),Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Bonin Petrel,17 years 07 months,2/17/1979,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,1/30/1996,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Bonin Petrel,15 years 08 months,2/17/1979,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,2/14/1994,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Bonin Petrel,10 years 09 months,2/23/1969,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Third Year,Unknown,3/25/1977,"Oceania (including Hawaii), Australia, New Zealand and Phillipines","Caught due to striking: radio, TV, high tension, etc. wires or towers, or ceilometers.",Dead/Removed
